"title","url","stars","name","reviewUrl","text"
"The Strikers Lab Gym (Muay Thai, Kickboxing & Boxing)","https://www.google.com/maps/search/?api=1&query=The%20Strikers%20Lab%20Gym%20(Muay%20Thai%2C%20Kickboxing%20%26%20Boxing)&query_place_id=ChIJUZBLv4ibEmsRsKGyO3x3EnU","1","S A","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNIajZiWTl3RRAB!2m1!1s0x0:0x7512777c3bb2a1b0!3m1!1s2@1:CIHM0ogKEICAgICHj6bY9wE%7CCgwIh9P_tgYQ-KDd0AI%7C?hl=en","Trained here for a few weeks recently and I can say I was truly disappointed. The trainer Franz is very money orientated and can be unprofessional and rude towards his students. The gym is small, not the cleanest, and way overpriced. There is other gyms around that can give you a better experience or skill. I wont be going back and I wouldn't recommend Strikers Lab to anyone."
"The Strikers Lab Gym (Muay Thai, Kickboxing & Boxing)","https://www.google.com/maps/search/?api=1&query=The%20Strikers%20Lab%20Gym%20(Muay%20Thai%2C%20Kickboxing%20%26%20Boxing)&query_place_id=ChIJUZBLv4ibEmsRsKGyO3x3EnU","5","Lachlan Harvey","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNIdDQtT3J3RRAB!2m1!1s0x0:0x7512777c3bb2a1b0!3m1!1s2@1:CIHM0ogKEICAgICHt4-OrwE%7CCgwI2_3-tgYQgIqRjwI%7C?hl=en","Great gym with knowledgeable coach and fun classes"
"The Strikers Lab Gym (Muay Thai, Kickboxing & Boxing)","https://www.google.com/maps/search/?api=1&query=The%20Strikers%20Lab%20Gym%20(Muay%20Thai%2C%20Kickboxing%20%26%20Boxing)&query_place_id=ChIJUZBLv4ibEmsRsKGyO3x3EnU","5","A N","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUROaDUyWjZRRRAB!2m1!1s0x0:0x7512777c3bb2a1b0!3m1!1s2@1:CIHM0ogKEICAgIDNh52Z6QE%7CCgwI9a_PrQYQ-JSnkAI%7C?hl=en","Awesome gym! Really good trainer and the classes in the morning are always so bare which is really good. You also get three free sessions and the price after that are pretty reasonable for the training you get. Would definitely recommend!"
"The Strikers Lab Gym (Muay Thai, Kickboxing & Boxing)","https://www.google.com/maps/search/?api=1&query=The%20Strikers%20Lab%20Gym%20(Muay%20Thai%2C%20Kickboxing%20%26%20Boxing)&query_place_id=ChIJUZBLv4ibEmsRsKGyO3x3EnU","5","Daniel Eyles","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM1OUlMaUVREAE!2m1!1s0x0:0x7512777c3bb2a1b0!3m1!1s2@1:CIHM0ogKEICAgIC59ILiEQ%7CCgwI59rlqwYQqLCyygM%7C?hl=en",
"The Strikers Lab Gym (Muay Thai, Kickboxing & Boxing)","https://www.google.com/maps/search/?api=1&query=The%20Strikers%20Lab%20Gym%20(Muay%20Thai%2C%20Kickboxing%20%26%20Boxing)&query_place_id=ChIJUZBLv4ibEmsRsKGyO3x3EnU","5","Shaneel Prasad","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4NGJ6NWFnEAE!2m1!1s0x0:0x7512777c3bb2a1b0!3m1!1s2@1:CIHM0ogKEICAgICx4bz5ag%7CCgsIjsmdowYQ4LqBSQ%7C?hl=en",
"The Strikers Lab Gym (Muay Thai, Kickboxing & Boxing)","https://www.google.com/maps/search/?api=1&query=The%20Strikers%20Lab%20Gym%20(Muay%20Thai%2C%20Kickboxing%20%26%20Boxing)&query_place_id=ChIJUZBLv4ibEmsRsKGyO3x3EnU","5","brad whitton","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCNU9tZjVRRRAB!2m1!1s0x0:0x7512777c3bb2a1b0!3m1!1s2@1:CIHM0ogKEICAgIDB5Omf5QE%7CCgsI6tP-nQYQ8O7BfA%7C?hl=en",
"The Strikers Lab Gym (Muay Thai, Kickboxing & Boxing)","https://www.google.com/maps/search/?api=1&query=The%20Strikers%20Lab%20Gym%20(Muay%20Thai%2C%20Kickboxing%20%26%20Boxing)&query_place_id=ChIJUZBLv4ibEmsRsKGyO3x3EnU","5","Eddie Narayan","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURtNDdDWmVnEAE!2m1!1s0x0:0x7512777c3bb2a1b0!3m1!1s2@1:CIHM0ogKEICAgIDm47CZeg%7CCgwIztKGkAYQ4JuknwI%7C?hl=en",
"The Strikers Lab Gym (Muay Thai, Kickboxing & Boxing)","https://www.google.com/maps/search/?api=1&query=The%20Strikers%20Lab%20Gym%20(Muay%20Thai%2C%20Kickboxing%20%26%20Boxing)&query_place_id=ChIJUZBLv4ibEmsRsKGyO3x3EnU","5","Justin Pearce","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURDMmNDbXN3RRAB!2m1!1s0x0:0x7512777c3bb2a1b0!3m1!1s2@1:CIHM0ogKEICAgIDC2cCmswE%7CCgwI6sLe-wUQ8Lq44wI%7C?hl=en","Awesome sessions good atmosphere no hero’s at this gym the trainer is really focused and takes pride in what he does and breaks things down for you when asked 👍"
"The Strikers Lab Gym (Muay Thai, Kickboxing & Boxing)","https://www.google.com/maps/search/?api=1&query=The%20Strikers%20Lab%20Gym%20(Muay%20Thai%2C%20Kickboxing%20%26%20Boxing)&query_place_id=ChIJUZBLv4ibEmsRsKGyO3x3EnU","5","Aces Tennis","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNDd0l5M3d3RRAB!2m1!1s0x0:0x7512777c3bb2a1b0!3m1!1s2@1:CIHM0ogKEICAgICCwIy3wwE%7CCgsI-Jmw-QUQ0KGYcw%7C?hl=en",
"The Strikers Lab Gym (Muay Thai, Kickboxing & Boxing)","https://www.google.com/maps/search/?api=1&query=The%20Strikers%20Lab%20Gym%20(Muay%20Thai%2C%20Kickboxing%20%26%20Boxing)&query_place_id=ChIJUZBLv4ibEmsRsKGyO3x3EnU","5","Fresh Refrigeration","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM4X3VhS0V3EAE!2m1!1s0x0:0x7512777c3bb2a1b0!3m1!1s2@1:CIHM0ogKEICAgIC8_uaKEw%7CCgwIya2W-AUQ4LXt6AE%7C?hl=en","Great gym"
"The Strikers Lab Gym (Muay Thai, Kickboxing & Boxing)","https://www.google.com/maps/search/?api=1&query=The%20Strikers%20Lab%20Gym%20(Muay%20Thai%2C%20Kickboxing%20%26%20Boxing)&query_place_id=ChIJUZBLv4ibEmsRsKGyO3x3EnU","5","Justin Culibao","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURjOFpuQzVBRRAB!2m1!1s0x0:0x7512777c3bb2a1b0!3m1!1s2@1:CIHM0ogKEICAgIDc8ZnC5AE%7CCgwIzOuc9wUQ0IW_9AE%7C?hl=en",
